Idx,Sensor_008,Sensor_035,Sensor_038,Sensor_048,Sensor_050
201428,22.25,18,19,31,25
201428,30.5,22,27,37,35
201428,46.75,37,40,51,62
201428,48.5,33,44,58,59
201428,40.5,38,40,53,42
201428,41,52,32,43,54
201428,30,37,30,30,28
201429,32.75,32,20,23,33
201429,27.5,30,19,27,23
201429,27.75,30,22,34,27
201429,26.5,26,31,40,33
201429,19.25,19,16,31,22
201429,16.25,22,16,26,22
201429,15.75,13,12,20,14
201429,15,12,15,17,15
201429,22.75,20,16,22,25
201429,27.25,29,24,35,32
201429,32.5,26,28,35,39
201429,37,35,38,48,45
201429,34.25,26,35,44,43
201429,27.5,21,30,35,32
201429,28,25,31,33,39
201429,23.75,26,24,29,32
201429,29.25,33,31,37,29
201429,42.75,60,61,39,39
201429,52.75,62,69,48,56
201429,48.5,65,67,52,53
201429,61,76,82,62,59
201429,80,81,94,80,69
201429,68.5,72,76,80,69
201429,16.25,13,12,19,15
2014210,8.25,7,7,11,7
2014210,7,6,6,8,6
2014210,6,6,5,8,6
2014210,5.25,4,5,6,3
2014210,6,7,6,6,6
2014210,7.5,7,5,7,7
2014210,15.5,18,12,13,16
2014210,26.5,22,23,22,32
2014210,41.5,39,42,46,47
2014210,41.75,45,45,43,42
2014210,27.25,29,24,26,33
2014210,25,29,23,25,33
2014210,26.25,25,22,24,35
2014210,24.25,24,22,25,31
2014210,27,28,25,31,39
2014210,25,24,23,28,37
2014210,26,26,31,32,36
2014210,28.25,29,31,36,36
2014210,38.25,40,41,47,49
2014210,41.75,46,52,48,56
2014210,45.5,49,36,50,50
2014210,41.25,38,29,40,55
2014210,31.25,29,26,40,48
2014210,25.75,28,15,20,29
2014211,17.5,15,14,18,16
2014211,11.5,9,8,11,12
2014211,9.75,10,6,9,10
2014211,9,8,7,10,8
2014211,15,13,9,13,11
2014211,19.5,15,11,15,14
2014211,30.75,20,20,31,36
2014211,52.25,38,51,62,71
2014211,55.25,38,48,65,74
2014211,64.5,45,55,68,90
2014211,66,56,56,74,79
2014211,64.25,46,52,69,79
2014211,42,33,41,63,59
2014211,45.25,31,41,68,66
2014211,44.25,32,34,63,57
2014211,44,32,42,59,59
2014211,53.75,39,49,68,66
2014211,62.5,42,55,72,74
2014211,68.5,59,69,84,85
2014211,76.5,67,76,91,87
2014211,82.75,68,73,76,98
2014211,65.5,42,58,57,74
2014211,51.75,39,49,62,62
2014211,58.25,49,56,67,72
2014212,48.25,55,37,63,61
2014212,41,45,29,52,45
2014212,43.5,35,29,44,51
2014212,31.75,28,20,29,22
2014212,24.75,17,16,23,21
2014212,20,13,14,16,18
2014212,25.5,12,16,18,35
2014212,45,25,32,41,71
2014212,60.75,42,66,64,72
2014212,64,53,66,65,76
2014212,55.5,38,50,51,72
2014212,45.25,35,42,53,57
2014212,46.75,34,45,53,61
2014212,44.5,31,41,51,58
2014212,53.75,38,53,54,73
2014212,52,35,43,53,63
2014212,59,41,55,64,79
2014212,74,38,75,72,108
2014212,75.75,50,80,75,99
2014212,77.75,63,77,86,92
2014212,76.5,76,102,88,82
2014212,87,86,89,80,75
2014212,77.5,80,86,82,73
2014212,71.5,82,78,86,77
2014213,61.5,65,61,81,75
2014213,61.75,50,59,71,62
2014213,56.75,47,53,57,55
2014213,41.5,44,41,49,38
2014213,17.5,15,20,19,17
2014213,14.75,9,9,12,14
2014213,27,22,15,26,24
2014213,52.5,38,48,61,62
2014213,71,57,69,73,90
2014213,78,66,70,83,93
2014213,67.25,56,68,77,86
2014213,56.5,35,61,54,82
2014213,41.25,24,40,48,54
2014213,30.75,17,23,33,40
2014213,29,17,26,33,38
2014213,24.25,15,23,35,33
2014213,27.75,19,29,39,37
2014213,31.75,17,26,43,45
2014213,39.25,26,36,53,49
2014213,45,33,46,64,56
2014213,39,34,40,56,43
2014213,38,33,36,55,47
2014213,25,22,22,39,30
2014213,19.75,17,14,26,19
2014214,15.75,11,13,22,18
2014214,13,11,8,16,16
2014214,10.5,11,7,15,11
2014214,15.75,10,9,16,15
2014214,17.25,15,11,19,16
2014214,19.25,18,12,22,18
2014214,29.75,17,17,27,29
2014214,42.5,25,31,39,46
2014214,52.5,43,51,59,69
2014214,53,42,49,61,72
2014214,33.5,29,34,41,44
2014214,23.25,16,18,29,36
2014214,22.25,16,22,30,32
2014214,23.25,16,19,29,33
2014214,26.5,18,20,33,39
2014214,29.25,21,28,36,42
2014214,35,23,30,38,46
2014214,45,33,37,53,59
2014214,51.25,44,51,59,61
2014214,43.75,39,45,52,54
2014214,40.5,41,43,52,57
2014214,36,35,38,48,50
2014214,29.25,28,21,29,29
2014214,31,34,25,42,37
2014215,30.5,30,27,38,36
2014215,29,29,30,39,35
2014215,20.75,20,18,28,27
2014215,15,14,14,24,18
2014215,12.25,15,11,17,15
2014215,12.5,11,10,17,17
2014215,15.5,11,15,22,21
2014215,17.5,14,14,27,20
2014215,23,21,18,29,29
2014215,30.75,25,20,33,35
2014215,33.5,24,31,34,43
2014215,42.25,30,41,40,54
2014215,44,23,46,47,60
2014215,49,27,46,50,68
2014215,44.25,29,40,44,57
2014215,40.5,25,32,38,47
2014215,37.75,30,35,41,53
2014215,46,33,47,51,63
2014215,48.25,42,51,56,61
2014215,54.5,62,62,74,68
2014215,64.75,68,73,76,92
2014215,59.5,75,56,83,68
2014215,57,63,62,75,73
2014215,55,59,61,59,69
2014216,46.25,50,53,50,47
2014216,44.25,48,44,44,34
2014216,49.75,32,53,42,51
2014216,43.5,57,61,57,67
2014216,43,59,49,59,58
2014216,39.5,58,48,53,50
2014216,39.75,54,48,49,40
2014216,41.5,49,51,44,38
2014216,39.25,55,43,43,30
2014216,37.25,48,38,39,33
2014216,38,42,39,40,41
2014216,32,47,36,36,29
2014216,25.5,36,41,32,23
2014216,30.75,37,48,42,42
2014216,32.75,29,36,37,44
2014216,24.75,17,23,23,38
2014216,21,22,24,24,29
2014216,30.75,39,31,32,37
2014216,40.25,52,55,40,50
2014216,68,52,74,68,77
2014216,89.75,57,94,66,90
2014216,104.75,92,105,92,109
2014216,93.5,87,108,88,116
2014216,76,78,79,72,101
2014217,60.75,67,65,60,85
2014217,41,64,60,39,50
2014217,41.75,55,55,44,60
2014217,46.5,38,55,49,51
2014217,36.25,42,42,26,29
2014217,31.5,39,31,28,27
2014217,49.5,47,44,41,46
2014217,66.75,46,74,60,64
2014217,78,79,82,73,68
2014217,72.25,76,81,68,57
2014217,58.75,67,73,66,52
2014217,56.5,83,81,75,58
2014217,56.5,72,63,72,67
2014217,63.75,52,65,74,80
2014217,47.75,48,63,67,65
2014217,51.5,40,50,60,71
2014217,61.5,40,61,60,80
2014217,76.25,67,86,76,93
2014217,91.75,76,92,79,105
2014217,100.25,87,102,85,118
2014217,106.25,92,112,95,123
2014217,100.75,96,106,93,105
2014217,87,89,100,89,87
2014217,66.75,73,56,53,54
2014218,51.75,57,38,40,38
2014218,45.25,58,38,36,39
2014218,36.5,49,42,27,33
2014218,24.75,36,20,17,19
2014218,25.5,32,23,15,32
2014218,27.5,32,33,21,35
2014218,40.75,47,55,35,55
2014218,64.75,63,88,63,73
2014218,75,73,102,69,78
2014218,74.25,81,97,74,78
2014218,64.25,71,90,58,59
2014218,60,65,80,48,49
2014218,77,73,82,78,99
2014218,75.25,54,72,73,90
2014218,57.5,41,52,58,75
2014218,44,34,35,32,43
2014218,50.75,43,52,42,41
2014218,39.75,52,68,29,36
2014218,48.25,52,73,36,56
2014218,64.5,74,91,57,84
2014218,79.25,80,85,79,98
2014218,87.5,78,99,94,95
2014218,73.5,77,103,74,85
2014218,84.25,83,84,85,93
2014219,86.25,75,66,81,87
2014219,86.5,61,59,90,84
2014219,81.75,64,72,89,74
2014219,79.25,61,58,76,74
2014219,71.5,53,54,76,73
2014219,67.5,56,55,73,55
2014219,77,48,57,71,84
2014219,90.25,64,76,76,122
2014219,107.25,78,139,97,135
2014219,134,90,114,155,158
2014219,102.5,89,72,114,130
2014219,73.75,78,78,112,86
2014219,49.25,55,82,112,57
2014219,48,33,45,98,56
2014219,47.75,41,48,78,54
2014219,49.75,44,48,73,60
2014219,51.25,40,50,80,57
2014219,60.75,53,60,85,67
2014219,71.5,62,84,100,73
2014219,99,80,99,106,94
2014219,105,97,92,114,94
2014219,113,91,113,120,111
2014219,93,79,116,118,73
2014219,75.75,76,96,103,50
2014220,80.5,81,94,87,72
2014220,78.25,71,86,90,78
2014220,75,65,66,88,83
2014220,60.5,56,38,69,44
2014220,52.75,61,35,57,32
2014220,53.5,54,56,63,45
2014220,59.25,55,61,68,58
2014220,70.25,67,95,83,69
2014220,84.75,82,105,100,87
2014220,77.25,85,115,112,73
2014220,75.5,76,95,116,106
2014220,76.75,72,86,110,93
2014220,47,27,33,94,53
2014220,28,21,27,65,36
2014220,31.25,21,32,64,44
2014220,30,22,24,52,42
2014220,31.5,25,26,57,40
2014220,33,23,31,59,44
2014220,41.5,27,36,67,54
2014220,48.25,35,38,69,65
2014220,42.75,36,41,69,49
2014220,36,34,38,62,38
2014220,27.75,24,26,54,28
2014220,19.75,16,17,37,20
2014221,16,13,15,28,16
2014221,13.75,16,12,23,16
2014221,13.75,23,15,18,12
2014221,12,21,9,12,8
2014221,11.25,16,10,9,8
2014221,12.25,17,9,9,11
2014221,20.5,21,14,16,25
2014221,46.5,36,36,42,59
2014221,63.75,54,62,77,79
2014221,56.25,52,51,73,74
2014221,37.25,47,38,62,53
2014221,25.25,34,53,42,17
2014221,31.25,35,37,34,37
2014221,35.5,21,32,53,55
2014221,34.25,25,30,52,48
2014221,33.75,26,29,56,54
2014221,31.25,30,29,51,52
2014221,38.75,37,32,52,51
2014221,46.75,49,49,60,61
2014221,59.5,68,69,80,71
2014221,64.75,78,75,82,73
2014221,58.75,76,68,82,65
2014221,49.25,68,57,76,64
2014221,47.75,57,39,52,53
2014222,46.25,57,45,51,56
2014222,42.25,51,40,60,48
2014222,33.5,43,26,38,37
2014222,30.5,37,35,40,34
2014222,27.75,23,24,31,31
2014222,29.5,28,25,26,31
2014222,40,42,32,29,37
2014222,45,36,35,33,35
2014222,59.75,55,45,54,46
2014222,54.25,49,42,68,55
2014222,45.5,47,37,77,41
2014222,34,21,29,60,36
2014222,26.25,20,27,51,34
2014222,24.25,20,26,45,35
2014222,28.75,18,27,47,45
2014222,22.75,15,24,44,35
2014222,24,16,18,31,37
2014222,29.75,22,26,38,51
2014222,39.75,28,34,55,61
2014222,41,49,41,68,54
2014222,50.75,44,47,56,55
2014222,63,49,55,69,65
2014222,69.5,59,60,81,78
2014222,73.5,81,82,87,81
2014223,75.25,77,86,83,92
2014223,70.5,72,89,88,80
2014223,60.5,67,85,85,61
2014223,47.5,62,58,69,45
2014223,33.25,41,36,33,22
2014223,22.75,30,22,22,12
2014223,21.5,31,29,17,14
2014223,27.75,35,32,15,22
2014223,28.5,29,33,16,24
2014223,28.75,38,28,16,25
2014223,23.75,34,30,19,18
2014223,23.75,26,32,25,19
2014223,22.5,26,34,37,23
2014223,17.5,18,26,35,16
2014223,14.75,17,21,29,12
2014223,12.75,14,14,32,13
2014223,13.25,15,15,26,12
2014223,20,21,20,33,20
2014223,28.25,27,43,37,32
2014223,67.75,66,59,48,63
2014223,98.5,93,94,81,99
2014223,85,73,77,104,93
2014223,60.5,54,56,93,49
2014223,47,46,46,53,33
2014224,37.25,34,30,40,26
2014224,23.75,31,25,34,22
2014224,14.25,20,17,25,13
2014224,13.75,18,14,19,14
2014224,17.25,28,16,19,18
2014224,17,37,20,17,15
2014224,27,26,27,30,34
2014224,39.75,48,57,63,34
2014224,60.75,63,81,103,34
2014224,53.25,56,82,109,34
2014224,40,47,64,69,34
2014224,27.5,32,42,56,34
2014224,38.5,26,38,58,61
2014224,33.25,24,33,47,54
2014224,33.5,21,28,45,52
2014224,30.5,19,29,44,42
2014224,33,19,31,44,47
2014224,50.5,41,52,52,63
2014224,65.25,39,65,67,75
2014224,64.25,38,63,75,77
2014224,68,49,63,69,77
2014224,69.5,61,70,78,71
2014224,66.25,56,61,57,63
2014224,60.25,52,46,56,61
2014225,47.25,40,28,38,39
2014225,27,23,21,20,35
2014225,20.25,18,11,16,20
2014225,23.75,15,10,11,17
2014225,14.5,10,8,14,12
2014225,15.25,10,11,11,16
2014225,23.5,16,15,19,21
2014225,43.25,30,38,42,46
2014225,58,49,54,56,69
2014225,56.25,42,53,56,69
2014225,42.5,26,41,46,47
2014225,38.5,22,31,46,50
2014225,34.75,24,28,43,48
2014225,30.25,22,24,39,42
2014225,28.75,19,26,39,40
2014225,28.25,19,27,34,39
2014225,29.5,17,24,35,44
2014225,28.25,15,28,36,35
2014225,33.25,23,33,47,39
2014225,40,29,42,58,45
2014225,38.25,32,40,53,43
2014225,32.75,30,36,51,35
2014225,32.75,28,30,44,42
2014225,24.75,24,18,23,28
2014226,13.5,18,11,14,11
2014226,13.75,17,13,14,13
2014226,12,11,6,9,13
2014226,10.25,13,6,8,7
2014226,8.5,13,5,7,7
2014226,15.25,13,10,14,13
2014226,29.5,17,16,27,24
2014226,52.75,33,42,56,62
2014226,59.5,39,50,59,77
2014226,68,44,76,77,90
2014226,47,44,48,53,60
2014226,32.5,31,32,40,46
2014226,32.25,31,37,34,50
2014226,26.75,28,31,29,42
2014226,27.5,23,27,28,48
2014226,26.75,21,28,29,42
2014226,28.25,20,27,33,43
2014226,37.5,28,34,42,52
2014226,48.25,45,44,52,56
2014226,67.5,60,59,66,76
2014226,72.75,71,86,72,87
2014226,57.5,70,74,70,81
2014226,57,62,51,50,65
2014226,48.25,47,46,45,48
2014227,39,42,34,34,30
2014227,24.5,30,20,27,21
2014227,18,22,10,13,12
2014227,11.5,15,9,10,9
2014227,13.75,12,11,11,9
2014227,20,14,19,18,21
2014227,35,21,18,29,30
2014227,64,50,65,67,61
2014227,84.5,74,78,92,100
2014227,83.25,71,81,92,92
2014227,68.25,59,62,67,73
2014227,57.25,41,53,66,73
2014227,56.75,39,46,69,71
2014227,58,51,59,79,78
2014227,60,43,60,72,78
2014227,44,31,42,50,55
2014227,42.5,26,33,46,56
2014227,50.25,43,53,64,67
2014227,60.5,52,61,74,80
2014227,67.75,57,68,78,79
2014227,64.75,40,60,69,79
2014227,68,45,64,70,75
2014227,63.5,38,48,59,58
2014227,45.5,28,30,42,44
2014228,34.25,27,24,35,34
2014228,20.5,24,19,32,22
2014228,14.5,20,14,24,14
2014228,11.75,13,12,19,13
2014228,10.25,8,7,13,9
2014228,10.5,7,6,10,8
2014228,19,10,13,19,19
2014228,37.5,23,37,44,41
2014228,53,31,43,63,75
2014228,47.75,39,43,58,67
2014228,40.25,34,44,53,58
2014228,38.25,39,40,58,55
2014228,33.75,24,31,47,50
2014228,32.25,29,27,35,44
2014228,25.25,23,23,29,33
2014228,24,21,21,27,36
2014228,25,25,23,26,34
2014228,26.25,28,26,26,38
2014228,34.25,32,29,33,42
2014228,35.25,36,33,35,43
2014228,33.75,38,33,37,38
2014228,32.75,43,29,34,34
2014228,34.25,39,33,46,35
2014228,29,32,22,29,36
201431,19.75,23,15,23,16
201431,18.75,16,15,20,26
201431,17.75,15,11,16,25
201431,14,21,12,16,15
201431,14.5,20,10,14,12
201431,15,10,8,13,14
201431,16.25,10,12,18,18
201431,17,16,13,21,16
201431,20,18,16,24,19
201431,24.25,17,16,27,27
201431,28.25,20,22,32,31
201431,28.75,31,26,37,33
201431,25.5,18,24,34,28
201431,27,19,26,37,38
201431,23.5,17,21,32,27
201431,22.25,17,19,29,24
201431,24.75,17,18,32,29
201431,30.5,22,28,40,34
201431,27.25,25,30,43,33
201431,29.75,27,29,43,36
201431,33.25,23,30,44,40
201431,35.75,24,24,42,48
201431,31.25,33,24,32,44
201431,23.25,58,27,27,26
201432,21,32,18,21,14
201432,16.25,27,19,20,10
201432,12.5,20,8,14,7
201432,13,23,11,20,6
201432,11.5,18,22,22,6
201432,11.75,11,10,14,9
201432,14.5,13,7,13,10
201432,15.25,15,9,17,12
201432,18.5,19,12,17,19
201432,16.75,20,12,16,18
201432,15,20,18,15,17
201432,15.25,15,15,17,18
201432,16.25,16,13,14,20
201432,16.75,12,16,16,19
201432,20,13,19,22,24
201432,19.5,18,24,27,24
201432,22,18,23,31,28
201432,23.5,20,27,32,25
201432,24,18,26,34,31
201432,27.25,24,33,40,29
201432,29,24,30,39,29
201432,26.25,19,25,32,26
201432,21.5,16,20,27,20
201432,17.5,10,12,18,18
201433,12.75,9,12,15,14
201433,9.5,6,11,10,12
201433,8,8,12,9,8
201433,6.5,9,5,5,3
201433,4.75,8,5,4,3
201433,6.25,6,8,6,5
201433,15.5,14,11,12,22
201433,42.25,34,43,43,47
201433,58,47,86,74,73
201433,46.5,37,45,45,66
201433,27.5,32,21,32,39
201433,25.5,27,26,32,32
201433,14,28,23,28,27
201433,21.25,21,19,20,28
201433,20.75,21,20,23,31
201433,20.25,21,19,20,29
201433,22.25,20,20,23,30
201433,28.25,24,26,29,35
201433,32,29,24,31,34
201433,35,34,33,37,43
201433,36.75,37,32,40,41
201433,32,28,27,36,32
201433,22,23,20,27,24
201433,16.75,14,10,14,18
201434,11.25,10,8,10,10
201434,6.5,11,4,6,4
201434,6,9,3,5,3
201434,6,7,3,4,4
201434,5.75,5,4,5,5
201434,9.5,7,5,6,7
201434,20.75,14,12,19,23
201434,36.25,21,27,36,43
201434,54.75,46,56,52,72
201434,46.75,36,49,47,62
201434,28.75,36,30,31,33
201434,24.25,29,23,25,31
201434,25.25,27,21,28,32
201434,24,23,22,28,30
201434,25.75,25,25,28,34
201434,30,23,23,26,44
201434,34.75,20,26,34,49
201434,33.75,22,28,33,46
201434,36.75,30,41,40,44
201434,42.5,51,41,42,45
201434,40.25,43,53,56,48
201434,37.5,28,38,43,50
201434,26.75,15,16,24,30
201434,21.75,13,11,20,22
201435,16,12,13,14,13
201435,11,11,11,9,8
201435,8.5,8,6,9,7
201435,7,9,7,12,8
201435,8.75,6,6,8,7
201435,10,13,11,15,8
201435,26.5,20,15,20,27
201435,62.75,44,41,51,60
201435,95.5,67,103,95,132
201435,96,78,115,90,117
201435,74,60,61,65,78
201435,41.75,58,68,59,46
201435,32,38,46,38,32
201435,26,28,39,30,24
201435,27,34,36,30,29
201435,25.5,36,39,28,27
201435,23.25,40,41,18,31
201435,28,38,52,18,37
201435,36.5,53,66,29,45
201435,55,53,80,42,57
201435,62.5,70,91,58,67
201435,47.25,58,78,40,55
201435,39,49,60,33,49
201435,37,39,35,30,32
201436,35.5,43,39,38,38
201436,37,40,28,22,41
201436,33.75,30,39,21,46
201436,29.5,33,25,23,38
201436,20.5,33,26,21,13
201436,23.75,36,25,15,14
201436,36.75,36,33,31,32
201436,60.5,45,66,50,43
201436,90.75,63,89,77,109
201436,77.5,83,79,82,90
201436,69,59,65,86,87
201436,61.5,56,57,64,70
201436,62.5,57,58,66,65
201436,63.5,53,54,67,70
201436,58,34,39,54,67
201436,59,32,40,45,77
201436,62.75,47,58,61,88
201436,61.75,83,64,73,65
201436,89.25,102,79,89,111
201436,105.75,84,115,110,124
201436,107.25,92,116,105,123
201436,116,93,120,110,140
201436,97.75,99,113,104,115
201436,58.25,62,56,44,57
201437,45.75,52,50,44,45
201437,26.25,30,34,27,23
201437,19.5,21,20,18,15
201437,17.5,22,20,17,15
201437,19.25,22,15,12,14
201437,20,19,13,11,11
201437,31,28,31,21,14
201437,69.25,58,83,61,51
201437,84.5,78,72,81,81
201437,64.75,71,70,59,60
201437,38,51,45,41,31
201437,28.5,42,51,38,29
201437,30.5,41,50,42,34
201437,36,40,54,41,46
201437,43.5,45,64,44,55
201437,45.25,41,59,59,60
201437,51.25,40,58,60,66
201437,54.5,43,60,65,73
201437,61.25,45,71,74,95
201437,91,68,98,88,120
201437,117.5,75,147,115,141
201437,139,116,140,132,163
201437,140.5,134,137,124,144
201437,131.5,111,136,114,129
201438,130.75,89,130,128,133
201438,84.75,94,86,74,61
201438,65.5,82,80,76,62
201438,64.25,71,91,79,76
201438,60,65,72,66,61
201438,37.75,62,52,34,31
201438,39.5,55,49,33,35
201438,46.5,52,57,39,56
201438,46,62,64,42,56
201438,38,42,58,26,28
201438,36.25,43,52,27,21
201438,26.75,38,31,23,22
201438,23.75,37,36,25,22
201438,20.5,28,36,23,17
201438,16.5,28,34,19,13
201438,13.75,32,26,14,12
201438,15,32,22,13,17
201438,19.5,39,21,13,12
201438,28.25,50,37,31,19
201438,70.25,77,87,62,70
201438,109.5,100,87,114,129
201438,124,117,128,118,135
201438,104.25,117,110,101,119
201438,66.5,71,57,56,71
201439,28.5,44,33,28,19
201439,30.25,46,30,26,24
201439,41.75,53,39,34,50
201439,43.75,52,48,35,50
201439,46.5,57,55,38,45
201439,32.25,55,37,22,23
201439,26.5,53,51,29,28
201439,31.5,45,55,35,39
201439,29.75,42,51,22,39
201439,27,38,37,19,22
201439,20,27,27,15,15
201439,15.75,26,18,11,9
201439,15.25,22,20,14,11
201439,15,14,18,12,15
201439,12.5,14,17,14,8
201439,9.75,15,13,16,8
201439,10.25,17,11,20,7
201439,14.75,20,19,16,15
201439,22.5,24,30,44,21
201439,40,47,55,56,38
201439,56.5,52,63,69,53
201439,61.25,63,58,65,69
201439,40,50,36,46,38
201439,27.75,30,28,29,24
2014310,30,31,30,25,38
2014310,26.5,43,25,25,25
2014310,33.5,51,37,19,43
2014310,38.75,45,65,28,42
2014310,53.75,48,33,47,48
2014310,47,48,54,46,21
2014310,54.75,58,52,33,50
2014310,82.75,71,83,70,82
2014310,92.25,87,118,85,91
2014310,86.25,102,142,84,92
2014310,74.5,94,99,78,91
2014310,42.5,75,59,36,43
2014310,33,51,43,26,21
2014310,26.5,43,32,23,19
2014310,23.75,32,32,21,22
2014310,25.25,30,29,17,36
2014310,30.25,41,46,19,48
2014310,31.5,33,47,30,39
2014310,53.25,63,70,61,85
2014310,94.25,107,122,74,96
2014310,96.75,112,100,92,89
2014310,84,112,111,89,95
2014310,87.25,108,91,85,89
2014310,57,73,60,48,35
2014311,25.75,38,28,21,15
2014311,28.5,32,24,20,26
2014311,20.5,37,25,20,13
2014311,19.5,31,24,14,12
2014311,14.5,21,19,13,10
2014311,17.75,18,23,15,11
2014311,30.25,28,33,23,28
2014311,61,52,60,50,52
2014311,77.25,75,87,72,72
2014311,58.25,57,88,51,46
2014311,34.75,52,65,32,28
2014311,23.25,35,41,18,20
2014311,22.25,37,37,19,15
2014311,19.25,39,43,22,17
2014311,23.5,33,42,26,26
2014311,26,34,54,27,30
2014311,29.25,40,54,32,38
2014311,36.25,44,51,37,35
2014311,34,44,57,41,22
2014311,77.25,64,81,48,57
2014311,127.5,98,141,104,138
2014311,138,130,141,131,150
2014311,135.5,125,156,129,149
2014311,46,45,47,52,45
2014312,23.25,23,21,24,19
2014312,23.5,20,22,20,19
2014312,24.5,26,20,18,20
2014312,23.75,24,19,15,28
2014312,23,21,17,13,18
2014312,25.5,25,19,15,14
2014312,60.25,56,45,43,45
2014312,100.25,73,117,105,99
2014312,112.5,97,139,120,128
2014312,105.25,124,114,110,134
2014312,66.5,82,89,69,85
2014312,39,56,51,30,32
2014312,27.5,44,42,22,25
2014312,24.25,33,39,16,30
2014312,19.25,31,38,18,11
2014312,17.5,29,32,26,11
2014312,20.5,27,27,28,14
2014312,24.75,27,35,38,19
2014312,43,37,54,60,47
2014312,65.75,40,84,80,77
2014312,48.25,48,59,61,55
2014312,38.75,42,41,43,45
2014312,34.25,37,28,34,37
2014312,28,26,22,34,21
2014313,30.5,28,33,24,25
2014313,28.25,39,35,32,26
2014313,28.75,35,26,26,39
2014313,38.75,44,37,25,36
2014313,38,48,38,28,30
2014313,35.75,38,26,24,28
2014313,57.5,48,36,31,65
2014313,85.25,70,88,77,98
2014313,88,90,117,86,102
2014313,68,71,79,54,61
2014313,39,50,47,35,31
2014313,25,43,45,18,21
2014313,22.75,41,45,17,21
2014313,22.75,35,35,21,17
2014313,22.25,35,25,22,14
2014313,19.5,35,24,22,12
2014313,21.5,30,28,27,16
2014313,24.75,26,32,31,24
2014313,30.5,35,45,54,27
2014313,50.25,44,73,69,43
2014313,96.25,70,100,93,111
2014313,110.5,92,108,107,119
2014313,102.5,100,95,94,105
2014313,85.25,82,67,66,81
2014314,73.75,79,68,70,67
2014314,75.75,79,74,86,84
2014314,61.5,56,53,56,57
2014314,59.5,62,56,53,60
2014314,51.75,48,42,36,41
2014314,52.25,47,36,31,39
2014314,64.5,47,43,56,65
2014314,76.75,55,95,76,79
2014314,88.5,70,130,88,88
2014314,89.25,90,114,87,90
2014314,82.75,83,96,78,83
2014314,61.5,85,72,51,59
2014314,35,64,48,29,25
2014314,27.75,61,41,24,17
2014314,27.75,47,42,25,22
2014314,31.25,39,45,18,44
2014314,31.25,44,48,24,42
2014314,42.5,34,41,41,68
2014314,50.25,42,57,54,85
2014314,93.75,83,80,87,120
2014314,108.75,99,109,103,122
2014314,100,78,95,88,121
2014314,100.75,99,103,100,91
2014314,84.25,86,86,60,77
2014315,62.5,67,75,43,69
2014315,57,67,48,27,35
2014315,37,64,42,46,29
2014315,30.5,43,37,37,29
2014315,26.5,40,30,27,17
