,Idx,Mean_S008,Mean_S035,Mean_S038,Mean_S048,Mean_S050
16523,20151120,97.0,104.0,111.0,120.0,110.0
16524,20151120,102.0,110.0,113.0,128.0,125.0
16525,20151120,108.75,101.0,102.0,107.0,133.0
16526,20151120,88.75,68.0,58.0,75.0,101.0
16527,20151120,62.0,48.0,51.0,56.0,78.0
16528,20151120,68.5,45.0,52.0,55.0,92.0
16529,20151120,81.0,67.0,62.0,61.0,94.0
16530,20151120,77.0,71.0,67.0,70.0,99.0
16531,20151120,62.25,76.0,69.0,61.0,58.0
16532,20151120,79.75,80.0,67.0,64.0,86.0
16533,20151120,82.75,71.0,54.0,60.0,82.0
16534,20151120,64.75,69.0,43.0,55.0,67.0
16535,20151120,42.75,47.0,25.0,32.0,51.0
16536,20151121,32.75,32.0,12.0,22.0,28.0
16537,20151121,28.25,24.0,11.0,14.0,24.0
16538,20151121,21.75,22.0,10.0,9.0,18.0
16539,20151121,22.25,26.0,15.0,27.0,22.0
16540,20151121,17.75,19.0,11.0,17.0,15.0
16541,20151121,19.0,21.0,11.0,17.0,13.0
16542,20151121,18.75,18.0,8.0,11.0,16.0
16543,20151121,20.5,33.0,13.0,20.0,20.0
16544,20151121,18.25,21.0,6.0,6.0,20.0
16545,20151121,27.5,36.0,16.0,17.0,30.0
16546,20151121,26.75,36.0,20.0,21.0,31.0
16547,20151121,22.0,38.0,34.0,16.0,25.0
16548,20151121,25.5,38.0,34.0,18.0,31.0
16549,20151121,25.75,43.0,30.0,19.0,33.0
16550,20151121,27.0,38.0,27.0,26.0,34.0
16551,20151121,20.0,33.0,25.0,21.0,30.0
16552,20151121,20.0,37.0,37.0,15.0,20.0
16553,20151121,24.5,43.0,41.0,15.0,30.0
16554,20151121,27.5,44.0,43.0,19.0,30.0
16555,20151121,25.5,42.0,39.0,15.0,31.0
16556,20151121,35.0,54.0,46.0,22.0,41.0
16557,20151121,50.25,63.0,51.0,35.0,54.0
16558,20151121,51.25,68.0,70.0,47.0,53.0
16559,20151121,63.75,64.0,68.0,52.0,61.0
16560,20151122,71.0,48.0,51.0,46.0,61.0
16561,20151122,63.0,37.0,43.0,41.0,56.0
16562,20151122,42.0,43.0,29.0,31.0,39.0
16563,20151122,21.25,26.0,19.0,19.0,22.0
16564,20151122,15.75,23.0,12.0,14.0,17.0
16565,20151122,16.25,30.0,15.0,14.0,18.0
16566,20151122,15.25,28.0,12.0,15.0,19.0
16567,20151122,16.75,26.0,14.0,13.0,21.0
16568,20151122,22.75,32.0,22.0,16.0,23.0
16569,20151122,23.5,38.0,19.0,16.0,32.0
16570,20151122,22.5,27.0,18.0,13.0,28.0
16571,20151122,27.25,32.0,23.0,22.0,30.0
16572,20151122,30.25,31.0,26.0,25.0,34.0
16573,20151122,34.5,38.0,32.0,27.0,41.0
16574,20151122,38.75,33.0,35.0,39.0,49.0
16575,20151122,29.25,22.0,20.0,33.0,37.0
16576,20151122,29.25,24.0,20.0,29.0,42.0
16577,20151122,38.75,25.0,31.0,37.0,56.0
16578,20151122,51.25,33.0,44.0,48.0,62.0
16579,20151122,68.5,45.0,52.0,50.0,83.0
16580,20151122,66.75,41.0,58.0,52.0,79.0
16581,20151122,60.25,58.0,54.0,48.0,69.0
16582,20151122,48.75,60.0,49.0,40.0,47.0
16583,20151122,34.0,47.0,30.0,19.0,41.0
16584,20151123,34.75,54.0,40.0,21.0,44.0
16585,20151123,28.5,40.0,25.0,16.0,31.0
16586,20151123,19.75,25.0,14.0,9.0,16.0
16587,20151123,12.75,18.0,17.0,7.0,12.0
16588,20151123,11.75,19.0,10.0,6.0,11.0
16589,20151123,15.75,25.0,13.0,8.0,14.0
16590,20151123,39.5,38.0,27.0,21.0,35.0
16591,20151123,66.25,62.0,63.0,56.0,65.0
16592,20151123,76.5,73.0,83.0,62.0,82.0
16593,20151123,63.25,79.0,74.0,58.0,67.0
16594,20151123,45.75,71.0,67.0,42.0,45.0
16595,20151123,39.5,71.0,53.0,34.0,52.0
16596,20151123,28.0,42.0,42.0,19.0,23.0
16597,20151123,27.0,38.0,40.0,20.0,27.0
16598,20151123,28.0,40.0,34.0,20.0,21.0
16599,20151123,29.75,32.0,33.0,15.0,24.0
16600,20151123,40.0,47.0,52.0,21.0,45.0
16601,20151123,49.75,53.0,55.0,32.0,66.0
16602,20151123,66.25,68.0,70.0,46.0,82.0
16603,20151123,67.5,66.0,74.0,59.0,87.0
16604,20151123,67.5,71.0,73.0,49.0,71.0
16605,20151123,63.5,68.0,74.0,48.0,71.0
16606,20151123,72.0,79.0,75.0,56.0,78.0
16607,20151123,80.25,69.0,60.0,57.0,86.0
16608,20151124,70.0,51.0,43.0,44.0,58.0
16609,20151124,65.25,63.0,41.0,39.0,44.0
16610,20151124,57.25,44.0,27.0,24.0,33.0
16611,20151124,45.5,35.0,18.0,20.0,26.0
16612,20151124,48.25,54.0,16.0,21.0,36.0
16613,20151124,58.75,60.0,40.0,44.0,51.0
16614,20151124,66.75,61.0,49.0,54.0,67.0
16615,20151124,90.5,63.0,84.0,63.0,118.0
16616,20151124,119.0,94.0,114.0,72.0,112.0
16617,20151124,155.5,121.0,126.0,88.0,144.0
16618,20151124,138.5,93.0,115.0,110.0,187.0
16619,20151124,117.75,80.0,99.0,104.0,163.0
16620,20151124,92.0,81.0,83.0,94.0,129.0
16621,20151124,83.0,84.0,86.0,90.0,129.0
16622,20151124,86.75,72.0,77.0,81.0,105.0
16623,20151124,81.25,73.0,69.0,73.0,99.0
16624,20151124,81.75,62.0,64.0,72.0,103.0
16625,20151124,78.5,55.0,61.0,65.0,93.0
16626,20151124,85.0,70.0,66.0,66.0,92.0
16627,20151124,91.25,77.0,95.0,77.0,97.0
16628,20151124,89.0,72.0,93.0,83.0,87.0
16629,20151124,95.25,78.0,87.0,74.0,111.0
16630,20151124,93.5,79.0,88.0,75.0,100.0
16631,20151124,82.75,60.0,70.0,65.0,90.0
16632,20151125,58.75,49.0,40.0,47.0,60.0
16633,20151125,27.0,27.0,13.0,19.0,17.0
16634,20151125,21.25,29.0,10.0,14.0,16.0
16635,20151125,27.75,26.0,10.0,15.0,14.0
16636,20151125,21.0,19.0,6.0,11.0,12.0
16637,20151125,27.5,17.0,6.0,8.0,13.0
16638,20151125,40.75,23.0,14.0,22.0,41.0
16639,20151125,64.75,51.0,44.0,46.0,87.0
16640,20151125,89.5,70.0,80.0,67.0,104.0
16641,20151125,97.75,67.0,72.0,66.0,112.0
16642,20151125,67.0,49.0,42.0,51.0,78.0
16643,20151125,51.25,43.0,43.0,49.0,64.0
16644,20151125,46.5,40.0,34.0,44.0,57.0
16645,20151125,46.25,39.0,33.0,41.0,55.0
16646,20151125,49.25,37.0,34.0,46.0,68.0
16647,20151125,50.25,45.0,34.0,47.0,57.0
16648,20151125,54.0,53.0,46.0,51.0,65.0
16649,20151125,67.75,43.0,64.0,60.0,89.0
16650,20151125,70.25,55.0,49.0,58.0,77.0
16651,20151125,69.25,37.0,48.0,63.0,82.0
16652,20151125,53.0,43.0,55.0,68.0,70.0
16653,20151125,41.75,30.0,55.0,57.0,45.0
16654,20151125,34.75,34.0,34.0,57.0,35.0
16655,20151125,38.25,34.0,29.0,49.0,43.0
16656,20151126,35.75,37.0,22.0,34.0,37.0
16657,20151126,37.0,28.0,15.0,32.0,33.0
16658,20151126,23.25,24.0,9.0,17.0,20.0
16659,20151126,21.25,26.0,13.0,21.0,23.0
16660,20151126,30.5,29.0,10.0,17.0,22.0
16661,20151126,51.0,43.0,24.0,30.0,52.0
16662,20151126,74.0,63.0,62.0,58.0,82.0
16663,20151126,101.25,91.0,98.0,76.0,117.0
16664,20151126,133.75,107.0,178.0,115.0,167.0
16665,20151126,153.0,152.0,176.0,147.0,152.0
16666,20151126,153.25,125.0,104.0,112.0,161.0
16667,20151126,95.25,85.0,76.0,78.0,87.0
16668,20151126,94.0,95.0,83.0,89.0,88.0
16669,20151126,46.5,67.0,57.0,49.0,45.0
16670,20151126,37.25,62.0,52.0,35.0,46.0
16671,20151126,37.25,62.0,55.0,30.0,37.0
16672,20151126,42.75,64.0,64.0,29.0,44.0
16673,20151126,55.75,81.0,80.0,47.0,62.0
16674,20151126,73.75,79.0,84.0,59.0,79.0
16675,20151126,94.5,88.0,106.0,72.0,98.0
16676,20151126,92.75,101.0,103.0,70.0,79.0
16677,20151126,60.5,88.0,80.0,62.0,57.0
16678,20151126,40.75,66.0,47.0,36.0,39.0
16679,20151126,31.25,49.0,31.0,23.0,34.0
16680,20151127,23.25,39.0,34.0,19.0,25.0
16681,20151127,19.0,32.0,17.0,9.0,13.0
16682,20151127,19.25,39.0,20.0,20.0,13.0
16683,20151127,17.5,44.0,17.0,25.0,20.0
16684,20151127,26.25,41.0,17.0,23.0,17.0
16685,20151127,40.75,45.0,30.0,29.0,33.0
16686,20151127,63.0,61.0,55.0,50.0,73.0
16687,20151127,98.0,68.0,102.0,66.0,127.0
16688,20151127,127.75,107.0,138.0,104.0,156.0
16689,20151127,119.25,122.0,122.0,107.0,111.0
16690,20151127,117.5,109.0,114.0,121.0,102.0
16691,20151127,89.75,78.0,114.0,102.0,74.0
16692,20151127,72.0,68.0,52.0,78.0,71.0
16693,20151127,58.5,38.0,35.0,57.0,58.0
16694,20151127,54.25,38.0,40.0,57.0,71.0
16695,20151127,57.25,44.0,46.0,51.0,67.0
16696,20151127,53.75,63.0,57.0,58.0,39.0
16697,20151127,61.5,68.0,74.0,51.0,59.0
16698,20151127,58.0,71.0,90.0,47.0,58.0
16699,20151127,59.0,76.0,85.0,51.0,63.0
16700,20151127,69.75,85.0,99.0,48.0,72.0
16701,20151127,74.25,100.0,111.0,62.0,83.0
16702,20151127,82.0,105.0,110.0,65.0,69.0
16703,20151127,93.25,101.0,108.0,81.0,83.0
16704,20151128,97.75,94.0,105.0,77.0,104.0
16705,20151128,97.0,82.0,95.0,84.0,104.0
16706,20151128,90.75,70.0,99.0,77.0,93.0
16707,20151128,87.25,59.0,84.0,70.0,82.0
16708,20151128,84.75,48.0,81.0,67.0,84.0
16709,20151128,76.25,42.0,60.0,69.0,80.0
16710,20151128,68.5,48.0,59.0,63.0,67.0
16711,20151128,75.25,50.0,65.0,65.0,80.0
16712,20151128,77.5,53.0,76.0,66.0,84.0
16713,20151128,92.0,71.0,68.0,60.0,97.0
16714,20151128,82.25,74.0,67.0,61.0,73.0
16715,20151128,78.75,56.0,49.0,55.0,65.0
16716,20151128,61.75,47.0,46.0,45.0,44.0
16717,20151128,33.0,49.0,40.0,30.0,33.0
16718,20151128,33.5,41.0,39.0,21.0,36.0
16719,20151128,32.5,36.0,24.0,22.0,27.0
16720,20151128,29.25,54.0,35.0,15.0,25.0
16721,20151128,40.25,68.0,54.0,20.0,32.0
16722,20151128,56.25,75.0,84.0,38.0,63.0
16723,20151128,62.0,70.0,64.0,45.0,54.0
16724,20151128,51.75,60.0,45.0,34.0,32.0
16725,20151128,50.5,69.0,54.0,42.0,38.0
16726,20151128,45.0,70.0,49.0,46.0,33.0
16727,20151128,41.0,59.0,52.0,36.0,34.0
16728,20151129,39.25,50.0,45.0,35.0,41.0
16729,20151129,37.25,55.0,45.0,36.0,35.0
16730,20151129,40.0,51.0,42.0,30.0,24.0
16731,20151129,30.25,41.0,31.0,20.0,19.0
16732,20151129,28.5,39.0,25.0,17.0,18.0
16733,20151129,26.75,35.0,19.0,14.0,18.0
16734,20151129,29.0,41.0,26.0,16.0,22.0
16735,20151129,36.75,42.0,26.0,25.0,34.0
16736,20151129,45.5,43.0,36.0,31.0,43.0
16737,20151129,41.5,51.0,46.0,29.0,33.0
16738,20151129,39.0,51.0,52.0,38.0,31.0
16739,20151129,41.25,55.0,59.0,48.0,34.0
16740,20151129,51.0,63.0,52.0,58.0,65.0
16741,20151129,53.75,61.0,54.0,63.0,62.0
16742,20151129,61.75,69.0,68.0,76.0,67.0
16743,20151129,69.5,81.0,68.0,85.0,78.0
16744,20151129,72.5,85.0,80.0,91.0,85.0
16745,20151129,90.5,89.0,94.0,88.0,97.0
16746,20151129,103.75,91.0,125.0,81.0,123.0
16747,20151129,111.0,85.0,138.0,83.0,124.0
16748,20151129,118.5,118.0,169.0,91.0,131.0
16749,20151129,128.75,122.0,172.0,98.0,136.0
16750,20151129,117.75,96.0,161.0,96.0,121.0
16751,20151129,82.25,86.0,137.0,74.0,85.0
16752,20151130,64.75,75.0,90.0,53.0,74.0
16753,20151130,57.5,74.0,55.0,37.0,54.0
16754,20151130,43.5,57.0,44.0,25.0,38.0
16755,20151130,38.25,49.0,30.0,22.0,32.0
16756,20151130,34.0,46.0,36.0,19.0,33.0
16757,20151130,40.0,48.0,53.0,21.0,57.0
16758,20151130,51.75,44.0,59.0,31.0,48.0
16759,20151130,79.75,54.0,124.0,57.0,64.0
16760,20151130,95.5,86.0,120.0,67.0,73.0
16761,20151130,79.25,92.0,119.0,63.0,63.0
16762,20151130,79.0,98.0,79.0,63.0,61.0
16763,20151130,68.0,105.0,68.0,55.0,45.0
16764,20151130,66.25,99.0,79.0,52.0,46.0
16765,20151130,74.25,106.0,87.0,62.0,73.0
16766,20151130,82.0,97.0,84.0,82.0,100.0
16767,20151130,82.5,111.0,105.0,91.0,77.0
16768,20151130,91.75,103.0,110.0,86.0,94.0
16769,20151130,123.25,111.0,147.0,90.0,112.0
16770,20151130,150.75,140.0,242.0,117.0,137.0
16771,20151130,159.25,153.0,291.0,131.0,138.0
16772,20151130,163.25,166.0,274.0,130.0,147.0
16773,20151130,137.5,140.0,257.0,123.0,123.0
16774,20151130,109.25,129.0,229.0,105.0,110.0
16775,20151130,87.0,108.0,149.0,74.0,86.0
16776,20151201,66.25,82.0,79.0,47.0,49.0
16777,20151201,56.0,71.0,73.0,34.0,47.0
16778,20151201,50.25,70.0,79.0,29.0,48.0
16779,20151201,41.5,57.0,64.0,28.0,42.0
16780,20151201,37.0,56.0,67.0,23.0,35.0
16781,20151201,39.75,59.0,54.0,19.0,37.0
16782,20151201,56.75,64.0,67.0,26.0,53.0
16783,20151201,80.5,73.0,97.0,58.0,74.0
16784,20151201,98.25,85.0,108.0,69.0,85.0
16785,20151201,98.5,121.0,101.0,79.0,82.0
16786,20151201,79.5,128.0,90.0,73.0,55.0
16787,20151201,75.75,117.0,86.0,66.0,50.0
16788,20151201,77.25,111.0,85.0,76.0,49.0
16789,20151201,71.75,92.0,72.0,60.0,44.0
16790,20151201,68.0,81.0,56.0,63.0,52.0
16791,20151201,95.5,93.0,95.0,96.0,105.0
16792,20151201,117.25,100.0,118.0,98.0,133.0
16793,20151201,131.25,114.0,134.0,98.0,124.0
16794,20151201,135.75,123.0,149.0,103.0,134.0
16795,20151201,155.75,118.0,150.0,114.0,166.0
16796,20151201,145.75,100.0,130.0,97.0,135.0
16797,20151201,137.5,111.0,120.0,83.0,125.0
16798,20151201,114.5,117.0,112.0,79.0,110.0
16799,20151201,122.25,112.0,93.0,70.0,94.0
16800,20151202,136.25,99.0,99.0,73.0,118.0
16801,20151202,150.5,109.0,101.0,102.0,133.0
16802,20151202,118.75,92.0,101.0,97.0,80.0
16803,20151202,100.0,88.0,94.0,79.0,73.0
16804,20151202,76.75,73.0,78.0,65.0,66.0
16805,20151202,70.25,59.0,73.0,54.0,72.0
16806,20151202,66.5,60.0,74.0,54.0,62.0
16807,20151202,88.75,78.0,92.0,67.0,85.0
16808,20151202,97.5,91.0,118.0,84.0,76.0
16809,20151202,94.75,106.0,107.0,75.0,76.0
16810,20151202,85.25,120.0,92.0,70.0,67.0
16811,20151202,72.25,89.0,74.0,73.0,62.0
16812,20151202,81.5,98.0,109.0,90.0,92.0
16813,20151202,99.25,87.0,83.0,91.0,110.0
16814,20151202,96.0,80.0,83.0,89.0,105.0
16815,20151202,97.0,91.0,91.0,93.0,97.0
16816,20151202,108.75,93.0,99.0,97.0,118.0
16817,20151202,120.75,107.0,115.0,98.0,116.0
16818,20151202,138.75,121.0,120.0,119.0,139.0
16819,20151202,150.0,113.0,135.0,104.0,137.0
16820,20151202,160.0,131.0,182.0,103.0,153.0
16821,20151202,164.75,152.0,175.0,108.0,139.0
16822,20151202,156.5,133.0,140.0,96.0,121.0
16823,20151202,144.0,146.0,142.0,125.0,135.0
16824,20151203,103.5,99.0,143.0,101.0,96.0
16825,20151203,91.5,85.0,105.0,85.0,83.0
16826,20151203,74.5,74.0,81.0,62.0,59.0
16827,20151203,60.75,63.0,63.0,43.0,47.0
16828,20151203,56.75,59.0,59.0,39.0,48.0
16829,20151203,51.25,56.0,56.0,32.0,45.0
16830,20151203,54.5,53.0,66.0,37.0,48.0
16831,20151203,72.5,62.0,105.0,55.0,65.0
16832,20151203,87.75,89.0,132.0,64.0,85.0
16833,20151203,80.0,110.0,91.0,65.0,62.0
16834,20151203,68.75,96.0,82.0,59.0,48.0
16835,20151203,64.75,105.0,77.0,57.0,45.0
16836,20151203,66.75,80.0,71.0,62.0,48.0
16837,20151203,70.5,81.0,77.0,73.0,66.0
16838,20151203,90.0,72.0,82.0,86.0,103.0
16839,20151203,85.0,72.0,71.0,80.0,85.0
16840,20151203,85.5,75.0,69.0,84.0,97.0
16841,20151203,99.0,79.0,93.0,80.0,110.0
16842,20151203,120.75,93.0,142.0,87.0,139.0
16843,20151203,132.0,94.0,163.0,97.0,142.0
16844,20151203,137.5,133.0,207.0,120.0,143.0
16845,20151203,157.5,152.0,219.0,131.0,164.0
16846,20151203,166.0,143.0,200.0,124.0,174.0
16847,20151203,125.25,105.0,182.0,95.0,113.0
16848,20151204,89.25,85.0,130.0,70.0,85.0
16849,20151204,70.5,74.0,80.0,53.0,60.0
16850,20151204,61.5,68.0,77.0,45.0,53.0
16851,20151204,57.5,64.0,65.0,46.0,51.0
16852,20151204,51.5,56.0,63.0,39.0,45.0
16853,20151204,50.5,51.0,58.0,34.0,41.0
16854,20151204,54.25,52.0,61.0,37.0,47.0
16855,20151204,68.5,62.0,93.0,45.0,56.0
16856,20151204,85.25,87.0,118.0,56.0,69.0
16857,20151204,92.75,107.0,104.0,64.0,79.0
16858,20151204,78.0,113.0,84.0,62.0,56.0
16859,20151204,67.25,92.0,76.0,54.0,52.0
16860,20151204,70.0,106.0,88.0,61.0,61.0
16861,20151204,77.25,113.0,92.0,70.0,71.0
16862,20151204,87.0,117.0,91.0,84.0,101.0
16863,20151204,88.75,118.0,110.0,103.0,73.0
16864,20151204,105.25,105.0,131.0,117.0,110.0
16865,20151204,117.0,104.0,141.0,107.0,116.0
16866,20151204,136.0,111.0,204.0,125.0,161.0
16867,20151204,140.75,131.0,210.0,125.0,158.0
16868,20151204,154.75,153.0,217.0,148.0,178.0
16869,20151204,165.25,156.0,239.0,163.0,196.0
16870,20151204,162.0,131.0,212.0,161.0,159.0
16871,20151204,189.25,110.0,156.0,159.0,162.0
16872,20151205,154.25,92.0,169.0,131.0,158.0
16873,20151205,119.0,81.0,190.0,94.0,109.0
16874,20151205,80.0,73.0,118.0,62.0,70.0
16875,20151205,65.75,64.0,85.0,49.0,56.0
16876,20151205,59.75,53.0,81.0,43.0,48.0
16877,20151205,55.0,54.0,67.0,39.0,46.0
16878,20151205,54.5,54.0,63.0,37.0,44.0
16879,20151205,51.75,53.0,56.0,37.0,44.0
16880,20151205,55.75,64.0,62.0,42.0,54.0
16881,20151205,54.0,61.0,61.0,43.0,46.0
16882,20151205,49.5,62.0,45.0,41.0,36.0
16883,20151205,54.25,70.0,55.0,52.0,42.0
16884,20151205,48.5,66.0,66.0,57.0,38.0
16885,20151205,54.5,71.0,72.0,64.0,42.0
16886,20151205,66.25,62.0,71.0,68.0,69.0
16887,20151205,65.75,61.0,59.0,63.0,67.0
16888,20151205,64.75,61.0,54.0,71.0,75.0
16889,20151205,85.0,73.0,80.0,72.0,98.0
16890,20151205,107.75,94.0,146.0,82.0,147.0
16891,20151205,125.75,105.0,187.0,110.0,132.0
16892,20151205,129.0,142.0,201.0,98.0,106.0
16893,20151205,135.0,133.0,169.0,102.0,114.0
16894,20151205,114.75,116.0,156.0,85.0,101.0
16895,20151205,85.25,94.0,117.0,64.0,73.0
16896,20151206,66.0,72.0,85.0,50.0,59.0
16897,20151206,62.5,71.0,107.0,48.0,64.0
16898,20151206,59.0,64.0,90.0,45.0,60.0
16899,20151206,50.0,62.0,63.0,37.0,48.0
16900,20151206,42.0,54.0,50.0,28.0,32.0
16901,20151206,33.0,50.0,38.0,26.0,22.0
16902,20151206,36.25,51.0,46.0,31.0,33.0
16903,20151206,46.25,46.0,52.0,37.0,45.0
16904,20151206,48.75,43.0,61.0,38.0,45.0
16905,20151206,41.25,52.0,39.0,32.0,28.0
16906,20151206,39.0,51.0,40.0,26.0,28.0
16907,20151206,33.25,47.0,38.0,25.0,29.0
16908,20151206,30.25,43.0,39.0,23.0,19.0
16909,20151206,37.0,48.0,35.0,25.0,36.0
16910,20151206,38.0,48.0,33.0,31.0,25.0
16911,20151206,37.75,49.0,45.0,43.0,35.0
16912,20151206,37.25,42.0,45.0,39.0,35.0
16913,20151206,51.0,50.0,56.0,41.0,50.0
16914,20151206,74.0,68.0,78.0,56.0,72.0
16915,20151206,87.75,79.0,113.0,68.0,95.0
16916,20151206,97.0,93.0,148.0,78.0,109.0
16917,20151206,95.25,108.0,114.0,72.0,97.0
16918,20151206,102.5,97.0,99.0,74.0,96.0
16919,20151206,89.0,85.0,119.0,68.0,92.0
16920,20151207,75.5,78.0,89.0,60.0,80.0
16921,20151207,65.0,66.0,45.0,53.0,55.0
16922,20151207,51.0,51.0,36.0,43.0,37.0
16923,20151207,40.5,44.0,21.0,29.0,29.0
16924,20151207,38.25,42.0,21.0,30.0,31.0
16925,20151207,37.5,38.0,23.0,26.0,30.0
16926,20151207,41.25,45.0,29.0,32.0,37.0
16927,20151207,56.25,66.0,51.0,54.0,55.0
16928,20151207,64.0,64.0,73.0,54.0,63.0
16929,20151207,65.0,67.0,66.0,52.0,68.0
16930,20151207,65.25,65.0,52.0,49.0,58.0
16931,20151207,56.25,52.0,33.0,43.0,39.0
16932,20151207,42.0,52.0,40.0,34.0,25.0
16933,20151207,37.75,60.0,45.0,51.0,28.0
16934,20151207,41.75,65.0,56.0,45.0,33.0
16935,20151207,54.75,65.0,51.0,45.0,45.0
16936,20151207,61.0,75.0,67.0,45.0,52.0
16937,20151207,66.75,72.0,74.0,44.0,66.0
16938,20151207,73.0,77.0,86.0,53.0,75.0
16939,20151207,79.75,78.0,86.0,56.0,78.0
16940,20151207,77.25,75.0,74.0,52.0,71.0
16941,20151207,80.75,72.0,57.0,55.0,71.0
16942,20151207,77.5,74.0,58.0,55.0,68.0
16943,20151207,68.5,68.0,63.0,48.0,66.0
16944,20151208,59.75,60.0,57.0,44.0,54.0
16945,20151208,50.5,53.0,50.0,38.0,43.0
16946,20151208,52.0,46.0,48.0,36.0,37.0
16947,20151208,49.75,53.0,43.0,32.0,43.0
16948,20151208,37.75,41.0,27.0,25.0,29.0
16949,20151208,34.0,39.0,36.0,21.0,32.0
16950,20151208,37.25,39.0,46.0,24.0,36.0
16951,20151208,41.0,44.0,44.0,29.0,35.0
16952,20151208,40.75,41.0,36.0,28.0,34.0
16953,20151208,38.5,42.0,41.0,30.0,35.0
16954,20151208,41.25,47.0,42.0,33.0,31.0
16955,20151208,38.5,54.0,45.0,39.0,30.0
16956,20151208,41.0,58.0,60.0,46.0,35.0
16957,20151208,55.75,62.0,65.0,60.0,62.0
16958,20151208,58.25,63.0,60.0,68.0,69.0
16959,20151208,67.0,66.0,56.0,65.0,70.0
16960,20151208,76.5,68.0,64.0,63.0,79.0
16961,20151208,77.25,78.0,85.0,60.0,70.0
16962,20151208,96.0,86.0,103.0,64.0,105.0
16963,20151208,96.25,88.0,98.0,69.0,90.0
16964,20151208,92.25,94.0,98.0,65.0,68.0
16965,20151208,90.75,96.0,99.0,68.0,81.0
16966,20151208,75.5,78.0,85.0,59.0,75.0
16967,20151208,70.75,69.0,84.0,54.0,71.0
16968,20151209,59.25,64.0,78.0,45.0,58.0
16969,20151209,46.25,55.0,48.0,34.0,44.0
16970,20151209,37.25,38.0,27.0,25.0,31.0
16971,20151209,21.75,37.0,17.0,17.0,18.0
16972,20151209,14.5,35.0,12.0,13.0,10.0
16973,20151209,15.5,37.0,10.0,10.0,12.0
16974,20151209,27.5,38.0,20.0,17.0,24.0
16975,20151209,55.5,64.0,50.0,39.0,45.0
16976,20151209,67.5,72.0,69.0,53.0,54.0
16977,20151209,60.25,63.0,66.0,49.0,43.0
16978,20151209,42.75,54.0,53.0,36.0,30.0
16979,20151209,31.5,50.0,47.0,26.0,22.0
16980,20151209,32.5,55.0,42.0,25.0,21.0
16981,20151209,34.25,57.0,40.0,28.0,26.0
16982,20151209,34.25,58.0,41.0,34.0,21.0
16983,20151209,39.25,51.0,48.0,40.0,30.0
16984,20151209,53.75,57.0,65.0,51.0,47.0
16985,20151209,86.25,79.0,100.0,58.0,75.0
16986,20151209,98.75,92.0,127.0,66.0,94.0
16987,20151209,107.5,103.0,125.0,72.0,100.0
16988,20151209,117.25,117.0,163.0,75.0,90.0
16989,20151209,116.5,117.0,143.0,100.0,116.0
16990,20151209,97.0,98.0,109.0,83.0,96.0
16991,20151209,96.0,90.0,102.0,74.0,82.0
16992,20151210,85.5,80.0,91.0,66.0,83.0
16993,20151210,76.75,62.0,84.0,62.0,85.0
16994,20151210,66.5,54.0,68.0,55.0,71.0
16995,20151210,62.25,52.0,63.0,50.0,64.0
16996,20151210,50.5,59.0,54.0,45.0,48.0
16997,20151210,40.25,45.0,37.0,29.0,33.0
16998,20151210,48.0,44.0,44.0,30.0,46.0
16999,20151210,62.0,58.0,52.0,44.0,55.0
17000,20151210,78.75,68.0,79.0,54.0,69.0
17001,20151210,77.75,85.0,75.0,56.0,65.0
17002,20151210,58.25,83.0,64.0,53.0,46.0
17003,20151210,50.25,56.0,45.0,44.0,37.0
17004,20151210,36.5,49.0,39.0,40.0,27.0
17005,20151210,38.0,54.0,43.0,41.0,29.0
17006,20151210,35.5,51.0,36.0,31.0,22.0
17007,20151210,37.25,49.0,33.0,30.0,23.0
17008,20151210,44.75,63.0,52.0,33.0,32.0
17009,20151210,74.0,76.0,81.0,49.0,62.0
17010,20151210,94.5,84.0,107.0,65.0,91.0
17011,20151210,93.25,97.0,107.0,79.0,95.0
17012,20151210,88.25,92.0,107.0,74.0,90.0
17013,20151210,82.0,87.0,100.0,65.0,77.0
17014,20151210,71.5,78.0,63.0,58.0,59.0
17015,20151210,63.0,63.0,56.0,44.0,56.0
17016,20151211,49.5,57.0,51.0,37.0,45.0
17017,20151211,40.75,54.0,37.0,30.0,35.0
17018,20151211,33.0,49.0,28.0,22.0,28.0
17019,20151211,27.5,44.0,24.0,20.0,21.0
17020,20151211,28.25,47.0,26.0,19.0,23.0
17021,20151211,31.5,43.0,26.0,21.0,36.0
17022,20151211,47.25,48.0,32.0,25.0,40.0
17023,20151211,58.25,59.0,50.0,41.0,52.0
17024,20151211,77.0,80.0,81.0,60.0,76.0
17025,20151211,79.25,84.0,86.0,65.0,74.0
17026,20151211,75.5,82.0,66.0,63.0,64.0
17027,20151211,58.75,72.0,47.0,52.0,46.0
17028,20151211,39.5,48.0,47.0,43.0,27.0
17029,20151211,37.0,46.0,47.0,43.0,28.0
17030,20151211,36.25,39.0,39.0,35.0,31.0
17031,20151211,42.25,47.0,41.0,34.0,36.0
17032,20151211,54.75,59.0,64.0,43.0,47.0
17033,20151211,63.25,62.0,61.0,49.0,56.0
17034,20151211,80.5,69.0,72.0,55.0,73.0
17035,20151211,83.75,74.0,70.0,58.0,78.0
17036,20151211,82.0,80.0,70.0,59.0,75.0
17037,20151211,83.25,83.0,69.0,59.0,77.0
17038,20151211,75.75,75.0,62.0,52.0,70.0
17039,20151211,71.75,67.0,56.0,57.0,68.0
