,Idx,Mean_S008,Mean_S035,Mean_S038,Mean_S048,Mean_S050
0,20140101,20.75,25.0,18.0,17.0,24.0
1,20140101,38.25,38.0,36.0,42.0,53.0
2,20140101,35.75,42.0,33.0,45.0,42.0
3,20140101,26.5,31.0,17.0,28.0,23.0
4,20140101,20.0,26.0,21.0,28.0,23.0
5,20140101,19.75,19.0,15.0,23.0,20.0
6,20140101,19.75,15.0,11.0,18.0,20.0
7,20140101,18.25,16.0,16.0,25.0,26.0
8,20140101,20.25,20.0,19.0,31.0,29.0
9,20140101,21.25,23.0,23.0,34.0,29.0
10,20140101,21.75,26.0,27.0,31.0,29.0
11,20140101,24.75,24.0,28.0,33.0,35.0
12,20140101,30.75,24.0,30.0,35.0,41.0
13,20140101,32.75,23.0,31.0,42.0,43.0
14,20140101,38.25,32.0,37.0,49.0,42.0
15,20140101,36.75,42.0,31.0,50.0,35.0
16,20140101,36.25,36.0,36.0,47.0,44.0
17,20140101,38.0,36.0,40.0,49.0,50.0
18,20140101,43.25,37.0,48.0,49.0,56.0
19,20140101,44.5,41.0,52.0,51.0,60.0
20,20140101,47.5,48.0,52.0,58.0,58.0
21,20140101,42.5,39.0,38.0,48.0,48.0
22,20140101,27.25,20.0,26.0,33.0,30.0
23,20140101,21.75,16.0,18.0,22.0,25.0
24,20140102,12.75,10.0,9.0,14.0,14.0
25,20140102,8.25,9.0,6.0,11.0,9.0
26,20140102,5.25,8.0,6.0,8.0,6.0
27,20140102,6.0,12.0,6.0,8.0,6.0
28,20140102,7.75,8.0,7.0,10.0,8.0
29,20140102,8.25,12.0,7.0,12.0,9.0
30,20140102,19.5,17.0,11.0,24.0,23.0
31,20140102,40.0,31.0,32.0,44.0,46.0
32,20140102,56.75,56.0,53.0,64.0,73.0
33,20140102,59.0,64.0,65.0,74.0,72.0
34,20140102,61.5,73.0,67.0,76.0,71.0
35,20140102,61.25,59.0,65.0,74.0,72.0
36,20140102,54.0,57.0,55.0,66.0,68.0
37,20140102,55.25,53.0,50.0,65.0,73.0
38,20140102,44.0,36.0,38.0,55.0,57.0
39,20140102,34.5,30.0,33.0,49.0,46.0
40,20140102,37.25,36.0,39.0,52.0,49.0
41,20140102,41.5,36.0,43.0,60.0,55.0
42,20140102,44.75,35.0,43.0,62.0,61.0
43,20140102,46.5,41.0,46.0,62.0,62.0
44,20140102,39.75,33.0,38.0,55.0,51.0
45,20140102,30.75,26.0,28.0,47.0,42.0
46,20140102,23.75,22.0,18.0,31.0,25.0
47,20140102,16.75,17.0,11.0,25.0,18.0
48,20140103,14.5,13.0,11.0,18.0,17.0
49,20140103,13.0,14.0,10.0,18.0,17.0
50,20140103,8.0,10.0,6.0,11.0,10.0
51,20140103,6.0,9.0,5.0,8.0,5.0
52,20140103,6.75,7.0,5.0,9.0,7.0
53,20140103,6.75,12.0,5.0,9.0,5.0
54,20140103,14.25,13.0,9.0,17.0,12.0
55,20140103,28.5,21.0,21.0,40.0,32.0
56,20140103,37.0,33.0,32.0,49.0,39.0
57,20140103,36.0,35.0,31.0,44.0,36.0
58,20140103,34.25,37.0,30.0,46.0,35.0
59,20140103,36.0,32.0,32.0,45.0,43.0
60,20140103,40.75,32.0,31.0,48.0,55.0
61,20140103,41.25,40.0,39.0,55.0,59.0
62,20140103,46.5,44.0,41.0,53.0,63.0
63,20140103,42.5,44.0,35.0,54.0,55.0
64,20140103,49.25,47.0,39.0,62.0,60.0
65,20140103,60.5,55.0,58.0,66.0,77.0
66,20140103,67.5,59.0,59.0,67.0,79.0
67,20140103,71.0,66.0,69.0,74.0,88.0
68,20140103,73.0,65.0,68.0,72.0,89.0
69,20140103,60.0,59.0,65.0,68.0,69.0
70,20140103,46.5,46.0,50.0,56.0,58.0
71,20140103,37.75,39.0,37.0,47.0,44.0
72,20140104,24.75,31.0,25.0,37.0,35.0
73,20140104,20.75,19.0,14.0,26.0,25.0
74,20140104,14.75,16.0,10.0,19.0,15.0
75,20140104,9.75,12.0,7.0,16.0,10.0
76,20140104,7.25,9.0,5.0,9.0,6.0
77,20140104,6.25,8.0,5.0,10.0,5.0
78,20140104,8.5,8.0,5.0,12.0,9.0
79,20140104,9.5,10.0,6.0,14.0,8.0
80,20140104,13.25,17.0,11.0,19.0,16.0
81,20140104,24.25,22.0,20.0,25.0,29.0
82,20140104,21.5,18.0,18.0,25.0,27.0
83,20140104,21.0,17.0,17.0,25.0,28.0
84,20140104,23.25,19.0,21.0,38.0,30.0
85,20140104,23.75,22.0,20.0,35.0,31.0
86,20140104,22.25,20.0,19.0,29.0,26.0
87,20140104,21.0,25.0,16.0,25.0,25.0
88,20140104,24.0,27.0,16.0,26.0,27.0
89,20140104,27.0,37.0,21.0,31.0,31.0
90,20140104,34.5,43.0,24.0,33.0,40.0
91,20140104,34.75,53.0,32.0,33.0,35.0
92,20140104,44.5,55.0,36.0,48.0,62.0
93,20140104,43.0,51.0,33.0,45.0,55.0
94,20140104,35.0,40.0,25.0,31.0,41.0
95,20140104,23.0,20.0,15.0,25.0,27.0
96,20140105,22.5,21.0,17.0,25.0,23.0
97,20140105,20.5,22.0,16.0,26.0,19.0
98,20140105,17.25,19.0,15.0,29.0,21.0
99,20140105,15.25,18.0,12.0,24.0,17.0
100,20140105,13.0,10.0,8.0,16.0,12.0
101,20140105,13.75,15.0,10.0,18.0,16.0
102,20140105,16.5,11.0,10.0,16.0,19.0
103,20140105,14.0,15.0,12.0,22.0,14.0
104,20140105,15.0,14.0,14.0,21.0,13.0
105,20140105,16.5,26.0,14.0,21.0,15.0
106,20140105,21.5,29.0,22.0,37.0,27.0
107,20140105,30.75,30.0,30.0,41.0,41.0
108,20140105,31.5,22.0,25.0,37.0,43.0
109,20140105,29.0,20.0,28.0,36.0,38.0
110,20140105,29.75,24.0,27.0,36.0,41.0
111,20140105,26.0,27.0,20.0,36.0,34.0
112,20140105,25.0,26.0,28.0,34.0,31.0
113,20140105,34.75,29.0,36.0,44.0,42.0
114,20140105,36.0,32.0,43.0,42.0,42.0
115,20140105,42.5,32.0,42.0,50.0,53.0
116,20140105,53.0,42.0,48.0,56.0,56.0
117,20140105,48.75,43.0,38.0,50.0,48.0
118,20140105,46.75,44.0,44.0,54.0,53.0
119,20140105,39.5,36.0,32.0,43.0,46.0
120,20140106,28.25,42.0,36.0,46.0,45.0
121,20140106,29.0,40.0,33.0,41.0,43.0
122,20140106,32.0,42.0,38.0,46.0,43.0
123,20140106,30.75,39.0,38.0,44.0,41.0
124,20140106,22.75,30.0,24.0,28.0,27.0
125,20140106,21.5,24.0,23.0,26.0,26.0
126,20140106,25.25,28.0,23.0,34.0,29.0
127,20140106,26.0,29.0,24.0,38.0,31.0
128,20140106,32.25,30.0,35.0,46.0,30.0
129,20140106,30.0,32.0,28.0,47.0,28.0
130,20140106,30.5,26.0,29.0,32.0,39.0
131,20140106,27.75,28.0,28.0,32.0,36.0
132,20140106,27.5,19.0,23.0,28.0,33.0
133,20140106,27.5,17.0,29.0,30.0,38.0
134,20140106,33.5,20.0,37.0,38.0,49.0
135,20140106,25.75,20.0,26.0,32.0,36.0
136,20140106,31.0,19.0,35.0,37.0,45.0
137,20140106,51.25,33.0,54.0,55.0,72.0
138,20140106,66.0,50.0,69.0,68.0,77.0
139,20140106,70.5,74.0,78.0,74.0,75.0
140,20140106,71.0,75.0,78.0,84.0,82.0
141,20140106,81.5,69.0,66.0,81.0,102.0
142,20140106,65.25,51.0,65.0,68.0,71.0
143,20140106,53.25,52.0,50.0,45.0,53.0
144,20140107,47.75,40.0,41.0,36.0,39.0
145,20140107,30.75,26.0,29.0,25.0,26.0
146,20140107,30.25,53.0,23.0,30.0,22.0
147,20140107,30.5,50.0,28.0,49.0,36.0
148,20140107,40.25,46.0,43.0,41.0,42.0
149,20140107,41.5,42.0,31.0,40.0,32.0
150,20140107,46.25,35.0,45.0,51.0,44.0
151,20140107,57.0,53.0,64.0,65.0,62.0
152,20140107,67.25,60.0,78.0,69.0,64.0
153,20140107,65.75,69.0,86.0,74.0,64.0
154,20140107,55.0,69.0,72.0,63.0,57.0
155,20140107,46.75,63.0,65.0,55.0,47.0
156,20140107,38.25,36.0,48.0,51.0,49.0
157,20140107,32.5,30.0,32.0,40.0,38.0
158,20140107,31.25,33.0,41.0,41.0,40.0
159,20140107,34.25,39.0,42.0,40.0,42.0
160,20140107,45.0,37.0,56.0,50.0,52.0
161,20140107,46.25,49.0,59.0,51.0,48.0
162,20140107,63.25,51.0,74.0,71.0,59.0
163,20140107,68.75,52.0,86.0,66.0,75.0
164,20140107,72.5,79.0,95.0,72.0,81.0
165,20140107,70.25,75.0,76.0,70.0,64.0
166,20140107,66.0,73.0,73.0,61.0,64.0
167,20140107,56.25,60.0,67.0,53.0,60.0
168,20140108,44.5,53.0,47.0,40.0,43.0
169,20140108,37.5,48.0,40.0,31.0,29.0
170,20140108,37.5,48.0,34.0,35.0,31.0
171,20140108,35.5,44.0,31.0,35.0,39.0
172,20140108,31.75,42.0,33.0,32.0,34.0
173,20140108,33.75,44.0,34.0,26.0,39.0
174,20140108,39.0,44.0,36.0,36.0,36.0
175,20140108,56.25,59.0,55.0,53.0,52.0
176,20140108,72.5,75.0,87.0,74.0,74.0
177,20140108,82.5,88.0,99.0,88.0,77.0
178,20140108,80.75,99.0,100.0,92.0,74.0
179,20140108,77.5,98.0,92.0,82.0,74.0
180,20140108,65.25,93.0,91.0,57.0,53.0
181,20140108,53.0,75.0,69.0,51.0,37.0
182,20140108,47.75,69.0,80.0,52.0,41.0
183,20140108,58.5,75.0,82.0,65.0,56.0
184,20140108,70.25,86.0,90.0,75.0,68.0
185,20140108,82.25,98.0,112.0,82.0,71.0
186,20140108,84.25,97.0,121.0,91.0,89.0
187,20140108,94.75,105.0,130.0,100.0,113.0
188,20140108,85.25,88.0,127.0,85.0,92.0
189,20140108,74.75,80.0,96.0,72.0,72.0
190,20140108,67.75,76.0,78.0,64.0,73.0
191,20140108,54.75,70.0,62.0,55.0,55.0
192,20140109,45.0,65.0,53.0,41.0,51.0
193,20140109,39.25,55.0,46.0,30.0,50.0
194,20140109,34.5,42.0,37.0,29.0,45.0
195,20140109,27.75,36.0,25.0,24.0,32.0
196,20140109,25.75,40.0,28.0,21.0,30.0
197,20140109,29.5,43.0,33.0,21.0,30.0
198,20140109,41.0,58.0,51.0,35.0,40.0
199,20140109,63.0,59.0,92.0,57.0,62.0
200,20140109,81.5,81.0,100.0,74.0,78.0
201,20140109,81.5,90.0,111.0,73.0,81.0
202,20140109,65.0,82.0,97.0,61.0,60.0
203,20140109,59.5,88.0,86.0,56.0,55.0
204,20140109,58.75,84.0,76.0,57.0,55.0
205,20140109,60.5,85.0,74.0,66.0,53.0
206,20140109,60.0,81.0,88.0,73.0,57.0
207,20140109,68.0,91.0,110.0,91.0,70.0
208,20140109,87.25,103.0,107.0,100.0,83.0
209,20140109,100.0,102.0,118.0,98.0,88.0
210,20140109,110.25,113.0,172.0,112.0,111.0
211,20140109,107.5,114.0,206.0,119.0,123.0
212,20140109,100.25,128.0,221.0,129.0,106.0
213,20140109,95.5,121.0,179.0,105.0,115.0
214,20140109,79.0,103.0,105.0,79.0,84.0
215,20140109,61.25,74.0,83.0,61.0,62.0
216,20140110,52.25,67.0,65.0,46.0,48.0
217,20140110,39.75,60.0,61.0,34.0,42.0
218,20140110,30.75,57.0,59.0,26.0,33.0
219,20140110,25.25,50.0,54.0,24.0,32.0
220,20140110,23.75,50.0,44.0,17.0,29.0
221,20140110,24.5,40.0,35.0,16.0,25.0
222,20140110,37.0,47.0,38.0,27.0,34.0
223,20140110,58.5,51.0,68.0,51.0,53.0
224,20140110,77.0,80.0,106.0,74.0,70.0
225,20140110,81.5,97.0,114.0,76.0,74.0
226,20140110,61.5,104.0,87.0,55.0,51.0
227,20140110,55.5,76.0,70.0,55.0,44.0
228,20140110,58.0,78.0,76.0,51.0,48.0
229,20140110,65.0,90.0,82.0,67.0,71.0
230,20140110,60.0,75.0,93.0,58.0,72.0
231,20140110,61.0,65.0,68.0,54.0,59.0
232,20140110,66.0,76.0,84.0,56.0,65.0
233,20140110,83.75,77.0,93.0,75.0,81.0
234,20140110,104.75,96.0,131.0,92.0,106.0
235,20140110,117.75,124.0,147.0,111.0,144.0
236,20140110,115.0,129.0,144.0,113.0,120.0
237,20140110,104.75,119.0,132.0,122.0,105.0
238,20140110,89.25,91.0,88.0,85.0,93.0
239,20140110,67.0,73.0,72.0,69.0,77.0
240,20140111,41.5,47.0,53.0,48.0,42.0
241,20140111,38.5,41.0,45.0,43.0,41.0
242,20140111,41.25,44.0,39.0,47.0,36.0
243,20140111,45.5,42.0,46.0,44.0,48.0
244,20140111,43.25,50.0,60.0,41.0,33.0
245,20140111,37.25,53.0,59.0,38.0,33.0
246,20140111,46.25,47.0,57.0,50.0,46.0
247,20140111,56.0,50.0,57.0,59.0,57.0
248,20140111,59.75,53.0,75.0,61.0,73.0
249,20140111,62.75,55.0,77.0,62.0,66.0
250,20140111,76.0,55.0,64.0,66.0,80.0
251,20140111,61.0,59.0,68.0,71.0,82.0
252,20140111,64.75,68.0,73.0,87.0,65.0
253,20140111,61.5,62.0,78.0,85.0,74.0
254,20140111,56.5,65.0,86.0,78.0,67.0
255,20140111,48.5,62.0,84.0,73.0,58.0
256,20140111,50.0,58.0,75.0,73.0,53.0
257,20140111,68.0,63.0,73.0,81.0,89.0
258,20140111,83.5,78.0,87.0,87.0,108.0
259,20140111,90.75,81.0,93.0,87.0,105.0
260,20140111,85.5,67.0,75.0,70.0,86.0
261,20140111,78.0,62.0,84.0,72.0,71.0
262,20140111,80.5,68.0,92.0,70.0,85.0
263,20140111,77.25,65.0,67.0,60.0,74.0
264,20140112,78.25,81.0,80.0,69.0,72.0
265,20140112,73.5,92.0,69.0,85.0,71.0
266,20140112,75.0,70.0,91.0,87.0,90.0
267,20140112,66.0,58.0,84.0,77.0,83.0
268,20140112,53.0,47.0,69.0,63.0,47.0
269,20140112,46.25,47.0,58.0,55.0,42.0
270,20140112,47.0,45.0,57.0,54.0,43.0
271,20140112,48.0,45.0,52.0,55.0,50.0
272,20140112,47.25,44.0,51.0,52.0,50.0
273,20140112,42.0,46.0,53.0,47.0,41.0
274,20140112,42.5,48.0,55.0,49.0,43.0
275,20140112,42.75,48.0,63.0,53.0,45.0
276,20140112,45.25,46.0,62.0,56.0,47.0
277,20140112,52.25,51.0,60.0,59.0,60.0
278,20140112,53.75,55.0,63.0,62.0,65.0
279,20140112,56.0,57.0,60.0,65.0,64.0
280,20140112,59.25,55.0,60.0,61.0,58.0
281,20140112,65.0,65.0,65.0,69.0,64.0
282,20140112,70.75,62.0,77.0,70.0,80.0
283,20140112,72.25,69.0,77.0,77.0,76.0
284,20140112,70.75,66.0,71.0,69.0,80.0
285,20140112,65.75,63.0,74.0,67.0,80.0
286,20140112,62.75,68.0,69.0,64.0,74.0
287,20140112,54.5,57.0,63.0,61.0,60.0
288,20140113,45.25,45.0,53.0,49.0,51.0
289,20140113,35.25,40.0,41.0,39.0,36.0
290,20140113,30.0,36.0,35.0,40.0,35.0
291,20140113,29.75,36.0,27.0,34.0,25.0
292,20140113,27.25,28.0,28.0,28.0,26.0
293,20140113,22.0,24.0,18.0,17.0,20.0
294,20140113,31.75,27.0,29.0,30.0,40.0
295,20140113,53.0,32.0,44.0,46.0,68.0
296,20140113,65.25,42.0,59.0,51.0,86.0
297,20140113,73.75,61.0,73.0,69.0,87.0
298,20140113,69.25,66.0,64.0,70.0,82.0
299,20140113,53.0,49.0,51.0,54.0,65.0
300,20140113,41.5,37.0,40.0,47.0,54.0
301,20140113,38.75,39.0,35.0,39.0,54.0
302,20140113,32.25,34.0,30.0,33.0,47.0
303,20140113,32.25,40.0,33.0,34.0,43.0
304,20140113,38.75,39.0,38.0,42.0,49.0
305,20140113,41.0,52.0,49.0,48.0,53.0
306,20140113,70.5,64.0,77.0,71.0,87.0
307,20140113,84.0,61.0,84.0,81.0,107.0
308,20140113,80.75,64.0,76.0,80.0,91.0
309,20140113,54.75,45.0,60.0,59.0,57.0
310,20140113,35.0,30.0,32.0,41.0,34.0
311,20140113,21.25,18.0,19.0,24.0,22.0
312,20140114,15.75,12.0,13.0,17.0,12.0
313,20140114,11.25,12.0,9.0,14.0,13.0
314,20140114,7.5,11.0,6.0,8.0,7.0
315,20140114,6.75,7.0,6.0,9.0,6.0
316,20140114,5.75,6.0,5.0,8.0,5.0
317,20140114,6.75,8.0,5.0,8.0,7.0
318,20140114,18.25,11.0,10.0,16.0,21.0
319,20140114,23.5,23.0,31.0,42.0,43.0
320,20140114,34.5,31.0,42.0,58.0,63.0
321,20140114,39.25,33.0,38.0,57.0,65.0
322,20140114,31.25,32.0,34.0,51.0,49.0
323,20140114,26.25,32.0,34.0,48.0,46.0
324,20140114,22.5,23.0,29.0,42.0,39.0
325,20140114,23.75,25.0,31.0,39.0,43.0
326,20140114,28.75,24.0,33.0,41.0,42.0
327,20140114,41.0,30.0,33.0,37.0,48.0
328,20140114,47.25,35.0,48.0,57.0,56.0
329,20140114,53.25,31.0,48.0,64.0,64.0
330,20140114,60.5,44.0,42.0,58.0,58.0
331,20140114,58.75,54.0,54.0,65.0,66.0
332,20140114,61.25,58.0,65.0,75.0,73.0
333,20140114,46.75,43.0,38.0,46.0,46.0
334,20140114,31.25,35.0,26.0,30.0,34.0
335,20140114,29.0,31.0,21.0,23.0,28.0
336,20140115,27.5,30.0,23.0,31.0,29.0
337,20140115,20.0,18.0,12.0,20.0,16.0
338,20140115,16.75,17.0,11.0,17.0,16.0
339,20140115,21.75,18.0,12.0,20.0,21.0
340,20140115,22.5,16.0,11.0,20.0,14.0
341,20140115,29.5,17.0,17.0,22.0,19.0
342,20140115,46.75,47.0,38.0,51.0,45.0
343,20140115,80.75,57.0,78.0,78.0,92.0
344,20140115,91.0,72.0,75.0,85.0,103.0
345,20140115,83.5,68.0,71.0,72.0,85.0
346,20140115,69.5,55.0,52.0,62.0,66.0
347,20140115,59.0,34.0,53.0,53.0,70.0
348,20140115,58.75,45.0,47.0,58.0,65.0
349,20140115,55.25,35.0,49.0,51.0,68.0
350,20140115,53.25,32.0,43.0,50.0,69.0
351,20140115,48.75,30.0,41.0,45.0,61.0
352,20140115,54.0,37.0,44.0,56.0,63.0
353,20140115,52.0,36.0,49.0,53.0,53.0
354,20140115,58.75,49.0,52.0,71.0,69.0
355,20140115,61.0,53.0,58.0,73.0,69.0
356,20140115,54.75,49.0,50.0,61.0,67.0
357,20140115,44.5,31.0,45.0,50.0,53.0
358,20140115,44.0,33.0,36.0,42.0,50.0
359,20140115,38.0,39.0,31.0,43.0,39.0
360,20140116,30.25,37.0,36.0,37.0,36.0
361,20140116,23.5,34.0,34.0,31.0,29.0
362,20140116,20.75,29.0,26.0,30.0,25.0
363,20140116,14.5,16.0,12.0,18.0,13.0
364,20140116,16.25,12.0,8.0,14.0,10.0
365,20140116,19.5,12.0,10.0,14.0,13.0
366,20140116,28.25,18.0,17.0,24.0,31.0
367,20140116,58.75,40.0,55.0,52.0,82.0
368,20140116,72.75,54.0,70.0,78.0,90.0
369,20140116,70.5,41.0,60.0,62.0,82.0
370,20140116,48.75,43.0,44.0,51.0,55.0
371,20140116,43.0,27.0,41.0,44.0,51.0
372,20140116,39.25,26.0,34.0,45.0,56.0
373,20140116,35.25,25.0,31.0,45.0,47.0
374,20140116,35.0,23.0,32.0,42.0,50.0
375,20140116,31.0,21.0,27.0,39.0,42.0
376,20140116,34.0,21.0,24.0,46.0,49.0
377,20140116,40.5,27.0,37.0,49.0,52.0
378,20140116,50.75,35.0,47.0,64.0,61.0
379,20140116,58.25,41.0,58.0,69.0,69.0
380,20140116,52.25,39.0,45.0,59.0,65.0
381,20140116,47.25,39.0,40.0,55.0,55.0
382,20140116,38.25,31.0,30.0,47.0,45.0
383,20140116,27.5,25.0,23.0,38.0,29.0
384,20140117,22.0,18.0,20.0,26.0,21.0
385,20140117,16.75,17.0,13.0,24.0,17.0
386,20140117,13.0,15.0,11.0,16.0,15.0
387,20140117,13.0,14.0,8.0,14.0,12.0
388,20140117,16.25,13.0,9.0,16.0,13.0
389,20140117,22.5,39.0,21.0,30.0,23.0
390,20140117,41.25,42.0,35.0,48.0,45.0
391,20140117,63.5,63.0,64.0,67.0,69.0
392,20140117,72.5,61.0,73.0,67.0,77.0
393,20140117,65.5,66.0,72.0,64.0,68.0
394,20140117,54.25,54.0,57.0,55.0,58.0
395,20140117,41.25,43.0,44.0,46.0,47.0
396,20140117,37.0,30.0,38.0,42.0,40.0
397,20140117,34.75,33.0,39.0,40.0,41.0
398,20140117,36.0,38.0,39.0,47.0,41.0
399,20140117,38.0,49.0,39.0,48.0,41.0
400,20140117,40.5,41.0,42.0,55.0,42.0
401,20140117,43.75,45.0,49.0,54.0,53.0
402,20140117,48.5,41.0,45.0,64.0,63.0
403,20140117,51.5,56.0,62.0,60.0,62.0
404,20140117,51.0,57.0,58.0,56.0,62.0
405,20140117,50.5,58.0,59.0,59.0,63.0
406,20140117,38.25,53.0,46.0,46.0,48.0
407,20140117,33.5,49.0,40.0,37.0,44.0
408,20140118,31.5,46.0,38.0,39.0,40.0
409,20140118,22.0,38.0,27.0,30.0,26.0
410,20140118,17.0,35.0,20.0,28.0,17.0
411,20140118,18.5,34.0,17.0,26.0,18.0
412,20140118,17.5,34.0,18.0,24.0,16.0
413,20140118,13.0,30.0,19.0,21.0,14.0
414,20140118,19.75,25.0,15.0,22.0,24.0
415,20140118,30.5,27.0,18.0,27.0,31.0
416,20140118,42.0,31.0,33.0,43.0,41.0
417,20140118,55.75,52.0,46.0,52.0,60.0
418,20140118,48.25,46.0,45.0,43.0,55.0
419,20140118,44.0,38.0,32.0,44.0,49.0
420,20140118,43.75,37.0,36.0,42.0,51.0
421,20140118,42.75,37.0,31.0,40.0,47.0
422,20140118,34.5,33.0,30.0,39.0,41.0
423,20140118,26.75,24.0,23.0,30.0,38.0
424,20140118,28.25,26.0,18.0,32.0,41.0
425,20140118,37.75,39.0,35.0,35.0,53.0
426,20140118,48.5,50.0,41.0,49.0,58.0
427,20140118,59.0,52.0,61.0,66.0,75.0
428,20140118,74.75,59.0,60.0,67.0,74.0
429,20140118,77.0,60.0,63.0,69.0,86.0
430,20140118,65.0,63.0,60.0,72.0,55.0
431,20140118,53.25,52.0,55.0,56.0,56.0
432,20140119,35.25,37.0,34.0,40.0,39.0
433,20140119,28.5,31.0,30.0,38.0,34.0
434,20140119,25.25,26.0,21.0,34.0,27.0
435,20140119,25.75,25.0,20.0,32.0,29.0
436,20140119,20.75,27.0,19.0,29.0,21.0
437,20140119,19.25,26.0,16.0,28.0,16.0
438,20140119,23.75,32.0,19.0,22.0,20.0
439,20140119,32.25,35.0,32.0,32.0,34.0
440,20140119,31.75,41.0,35.0,30.0,33.0
441,20140119,33.5,46.0,40.0,40.0,36.0
442,20140119,32.75,44.0,35.0,37.0,39.0
443,20140119,39.0,46.0,40.0,38.0,46.0
444,20140119,48.75,45.0,44.0,39.0,59.0
445,20140119,42.0,46.0,42.0,43.0,47.0
446,20140119,46.5,48.0,38.0,41.0,57.0
447,20140119,39.25,49.0,27.0,35.0,45.0
448,20140119,31.25,43.0,28.0,33.0,33.0
449,20140119,36.75,50.0,40.0,42.0,44.0
450,20140119,49.25,57.0,45.0,49.0,56.0
451,20140119,53.25,55.0,56.0,52.0,65.0
452,20140119,51.5,45.0,68.0,70.0,69.0
453,20140119,49.25,45.0,53.0,55.0,48.0
454,20140119,34.0,39.0,36.0,38.0,38.0
455,20140119,30.75,46.0,31.0,33.0,33.0
456,20140120,23.25,37.0,25.0,24.0,24.0
457,20140120,14.5,29.0,14.0,13.0,8.0
458,20140120,10.5,29.0,15.0,20.0,7.0
459,20140120,10.0,20.0,9.0,12.0,6.0
460,20140120,11.75,21.0,9.0,9.0,6.0
461,20140120,14.0,31.0,15.0,16.0,12.0
462,20140120,32.25,32.0,16.0,23.0,28.0
463,20140120,62.25,41.0,49.0,64.0,72.0
464,20140120,70.75,62.0,86.0,90.0,73.0
465,20140120,69.75,58.0,83.0,84.0,93.0
466,20140120,43.25,45.0,59.0,61.0,50.0
467,20140120,24.0,44.0,47.0,51.0,41.0
468,20140120,38.75,33.0,44.0,49.0,43.0
469,20140120,41.75,44.0,31.0,47.0,50.0
470,20140120,42.75,37.0,36.0,48.0,51.0
471,20140120,42.75,27.0,36.0,40.0,61.0
472,20140120,45.25,35.0,34.0,39.0,62.0
473,20140120,58.75,52.0,58.0,63.0,66.0
474,20140120,69.25,70.0,71.0,62.0,63.0
475,20140120,73.75,74.0,81.0,80.0,79.0
476,20140120,79.75,77.0,77.0,75.0,80.0
477,20140120,65.25,67.0,67.0,66.0,71.0
478,20140120,57.0,56.0,37.0,51.0,61.0
479,20140120,44.25,41.0,31.0,48.0,34.0
480,20140121,32.0,39.0,24.0,27.0,23.0
481,20140121,25.75,31.0,15.0,24.0,22.0
482,20140121,18.75,31.0,13.0,21.0,15.0
483,20140121,33.25,28.0,14.0,24.0,20.0
484,20140121,36.5,26.0,21.0,22.0,30.0
485,20140121,50.75,31.0,37.0,25.0,57.0
486,20140121,63.5,37.0,47.0,55.0,64.0
487,20140121,84.75,48.0,85.0,75.0,89.0
488,20140121,103.5,55.0,98.0,98.0,115.0
489,20140121,113.0,73.0,93.0,90.0,86.0
490,20140121,91.75,85.0,67.0,68.0,78.0
491,20140121,72.0,61.0,62.0,63.0,60.0
492,20140121,46.5,41.0,32.0,45.0,55.0
493,20140121,43.0,34.0,34.0,44.0,55.0
494,20140121,39.0,32.0,39.0,48.0,51.0
495,20140121,42.25,34.0,41.0,44.0,63.0
496,20140121,50.0,35.0,38.0,51.0,64.0
497,20140121,54.5,40.0,40.0,63.0,68.0
498,20140121,60.25,46.0,50.0,66.0,72.0
499,20140121,56.0,49.0,57.0,69.0,72.0
500,20140121,58.0,46.0,53.0,63.0,68.0
501,20140121,57.0,46.0,57.0,52.0,65.0
502,20140121,51.0,49.0,47.0,50.0,57.0
503,20140121,46.25,52.0,49.0,59.0,51.0
504,20140122,43.75,43.0,44.0,52.0,52.0
505,20140122,38.5,44.0,41.0,50.0,42.0
506,20140122,29.5,38.0,28.0,35.0,31.0
507,20140122,27.5,29.0,18.0,24.0,21.0
508,20140122,20.5,24.0,13.0,14.0,13.0
509,20140122,17.5,24.0,17.0,18.0,14.0
510,20140122,39.25,25.0,23.0,29.0,38.0
511,20140122,80.75,50.0,57.0,64.0,82.0
512,20140122,92.0,64.0,81.0,84.0,98.0
513,20140122,91.75,62.0,71.0,82.0,99.0
514,20140122,73.5,49.0,50.0,59.0,77.0
515,20140122,54.25,46.0,57.0,48.0,60.0
516,20140122,58.0,60.0,54.0,39.0,69.0
517,20140122,53.5,52.0,36.0,43.0,53.0
518,20140122,57.25,47.0,47.0,65.0,54.0
519,20140122,54.0,54.0,41.0,50.0,57.0
520,20140122,60.5,51.0,52.0,47.0,71.0
521,20140122,56.75,64.0,77.0,44.0,56.0
522,20140122,75.0,75.0,93.0,69.0,69.0
523,20140122,72.0,77.0,92.0,71.0,72.0
524,20140122,56.0,67.0,79.0,46.0,56.0
525,20140122,51.0,65.0,85.0,41.0,60.0
526,20140122,44.0,63.0,69.0,33.0,50.0
527,20140122,34.25,53.0,47.0,22.0,42.0
528,20140123,26.25,47.0,53.0,23.0,35.0
529,20140123,17.5,43.0,18.0,14.0,21.0
530,20140123,13.0,33.0,21.0,9.0,20.0
531,20140123,12.0,30.0,21.0,7.0,16.0
532,20140123,10.25,27.0,17.0,7.0,14.0
533,20140123,17.75,38.0,23.0,16.0,20.0
534,20140123,34.75,51.0,49.0,33.0,50.0
535,20140123,73.0,64.0,96.0,71.0,82.0
